,Name ,Comment ,comments,Time ,text_token,text_string
486,Alexdoestuff,"I think we are going to find out more about the Zonai! All the art related with the green energy seems to have the Aztec/ South American culture art that’s associated with them. I’m thinking the Zonai originally dealt with Ganon before others, killed him and then trapped his body with the hand. So the malice is Ganon trying to reform and destroy.","i think we are going to find out more about the zonai! all the art related with the green energy seems to have the aztec/ south american culture art that’s associated with them. i’m thinking the zonai originally dealt with ganon before others, killed him and then trapped his body with the hand. so the malice is ganon trying to reform and destroy.",2022-09-14T03:03:26Z,"['think', 'going', 'find', 'zonai', 'art', 'related', 'green', 'energy', 'seems', 'aztec', 'south', 'american', 'culture', 'art', 'associated', 'thinking', 'zonai', 'originally', 'dealt', 'ganon', 'others', 'killed', 'trapped', 'body', 'hand', 'malice', 'ganon', 'trying', 'reform', 'destroy']",think going find zonai art related green energy seems aztec south american culture art associated thinking zonai originally dealt ganon others killed trapped body hand malice ganon trying reform destroy
487,TheSunnyOne,"The platform the strange figure is standing on is the flying platform that Link lands on at the end of the trailer.

The way I read that is that Link is either a prophesied hero for this lost civilisation, or he's a reborn version of that hero.

The image depicting a Zelda like figure falling fits with prophecy, given the previous trailers show Zelda falling in to darkness.","the platform the strange figure is standing on is the flying platform that link lands on at the end of the trailer.

the way i read that is that link is either a prophesied hero for this lost civilisation, or he's a reborn version of that hero.

the image depicting a zelda like figure falling fits with prophecy, given the previous trailers show zelda falling in to darkness.",2022-09-14T09:54:43Z,"['platform', 'strange', 'figure', 'standing', 'flying', 'platform', 'link', 'lands', 'end', 'trailer', 'way', 'read', 'link', 'either', 'prophesied', 'hero', 'lost', 'civilisation', 'reborn', 'version', 'hero', 'image', 'depicting', 'zelda', 'like', 'figure', 'falling', 'fits', 'prophecy', 'given', 'previous', 'trailers', 'show', 'zelda', 'falling', 'darkness']",platform strange figure standing flying platform link lands end trailer way read link either prophesied hero lost civilisation reborn version hero image depicting zelda like figure falling fits prophecy given previous trailers show zelda falling darkness
488,David Ortega,"I’m 100% invested in the idea that the tears are going to hold the same significance that the tear in the sheikah eye logo holds, meaning we’ll learn more about them! And I do believe those vials will be to store the tears as you collect them 🙌","i’m 100% invested in the idea that the tears are going to hold the same significance that the tear in the sheikah eye logo holds, meaning we’ll learn more about them! and i do believe those vials will be to store the tears as you collect them 🙌",2022-09-14T08:11:40Z,"['100', 'invested', 'idea', 'tears', 'going', 'hold', 'significance', 'tear', 'sheikah', 'eye', 'logo', 'holds', 'meaning', 'learn', 'believe', 'vials', 'store', 'tears', 'collect']",100 invested idea tears going hold significance tear sheikah eye logo holds meaning learn believe vials store tears collect
489,Shade Nox,"In regards to the way the Master Sword looks on the logo, maybe this time the temporary use of the Master Sword is going to be more pronounced. Where the green energy makes it into a full blade and when expended it's not a full sword anymore.","in regards to the way the master sword looks on the logo, maybe this time the temporary use of the master sword is going to be more pronounced. where the green energy makes it into a full blade and when expended it's not a full sword anymore.",2022-09-14T06:00:42Z,"['regards', 'way', 'master', 'sword', 'looks', 'logo', 'maybe', 'time', 'temporary', 'use', 'master', 'sword', 'going', 'pronounced', 'green', 'energy', 'makes', 'full', 'blade', 'expended', 'full', 'sword', 'anymore']",regards way master sword looks logo maybe time temporary use master sword going pronounced green energy makes full blade expended full sword anymore
490,Jay Atkinson,"I think the deity figure is Midna in her princess form. Also the end of the sword has been replaced with glyphs that really remind me of the markings on the Twili. I also think the block Link rides up on is a 'tear' as it's broadly shaped like one. There is also a sound as the 'Tears of the Kingdom' which sound very similar to the tear collection sound from 'Skyward sword' and 'Twilight princess' and the collection thing on links hip looks similar to the tear collection from these titles.

So excited Midna might be back...

Thanks for your videos","i think the deity figure is midna in her princess form. also the end of the sword has been replaced with glyphs that really remind me of the markings on the twili. i also think the block link rides up on is a 'tear' as it's broadly shaped like one. there is also a sound as the 'tears of the kingdom' which sound very similar to the tear collection sound from 'skyward sword' and 'twilight princess' and the collection thing on links hip looks similar to the tear collection from these titles.

so excited midna might be back...

thanks for your videos",2022-09-14T08:44:12Z,"['think', 'deity', 'figure', 'midna', 'princess', 'form', 'also', 'end', 'sword', 'replaced', 'glyphs', 'really', 'remind', 'markings', 'twili', 'also', 'think', 'block', 'link', 'rides', 'tear', 'broadly', 'shaped', 'like', 'one', 'also', 'sound', 'tears', 'kingdom', 'sound', 'similar', 'tear', 'collection', 'sound', 'skyward', 'sword', 'twilight', 'princess', 'collection', 'thing', 'links', 'hip', 'looks', 'similar', 'tear', 'collection', 'titles', 'excited', 'midna', 'might', 'back', 'thanks', 'videos']",think deity figure midna princess form also end sword replaced glyphs really remind markings twili also think block link rides tear broadly shaped like one also sound tears kingdom sound similar tear collection sound skyward sword twilight princess collection thing links hip looks similar tear collection titles excited midna might back thanks videos
491,Robert Owen,"With the malice pouring out from wherever it can, maybe ""Tears"" of the Kingdom is the ripping 'tear' instead of the crying 'tear.' 🤔
The malice has torn open wounds in the kingdom of Hyrule, hence ""Tears of the Kingdom.""

We haven't heard the subtitle of the game spoken yet, so we don't know for sure which it is.
Everyone seems to be assuming it's the 'tears' for crying.

(summarized definitions)
Tear: a fluid appearing in or flowing from the eye as the result of emotion.
  or
Tear: to pull apart or in pieces by force; to make a tear or rent.","with the malice pouring out from wherever it can, maybe ""tears"" of the kingdom is the ripping 'tear' instead of the crying 'tear.' 🤔
the malice has torn open wounds in the kingdom of hyrule, hence ""tears of the kingdom.""

we haven't heard the subtitle of the game spoken yet, so we don't know for sure which it is.
everyone seems to be assuming it's the 'tears' for crying.

(summarized definitions)
tear: a fluid appearing in or flowing from the eye as the result of emotion.
  or
tear: to pull apart or in pieces by force; to make a tear or rent.",2022-09-14T05:22:51Z,"['malice', 'pouring', 'wherever', 'maybe', 'tears', 'kingdom', 'ripping', 'tear', 'instead', 'crying', 'tear', 'malice', 'torn', 'open', 'wounds', 'kingdom', 'hyrule', 'hence', 'tears', 'kingdom', 'heard', 'subtitle', 'game', 'spoken', 'yet', 'know', 'sure', 'everyone', 'seems', 'assuming', 'tears', 'crying', 'summarized', 'definitions', 'tear', 'fluid', 'appearing', 'flowing', 'eye', 'result', 'emotion', 'tear', 'pull', 'apart', 'pieces', 'force', 'make', 'tear', 'rent']",malice pouring wherever maybe tears kingdom ripping tear instead crying tear malice torn open wounds kingdom hyrule hence tears kingdom heard subtitle game spoken yet know sure everyone seems assuming tears crying summarized definitions tear fluid appearing flowing eye result emotion tear pull apart pieces force make tear rent
492,Samuel Strunk,"The fact that only a couple hours after the release of the game, you make this. That's dedication right there. Congrats on making it to #13 on trending!","the fact that only a couple hours after the release of the game, you make this. that's dedication right there. congrats on making it to #13 on trending!",2022-09-14T17:32:27Z,"['fact', 'couple', 'hours', 'release', 'game', 'make', 'dedication', 'right', 'congrats', 'making', '13', 'trending']",fact couple hours release game make dedication right congrats making trending
493,Michael Nello,"I'm getting huge ""restoration"" vibes from this game. 
The most notable being the ouroboros iconography, cycles beginning anew and going back to what once was. Then there's the time shifting mechanics literally putting things back where they came from, restoring them to a previous state of being. The way they've shot it makes me feel like link is trying to restore things back to a time before the current Hyrule, and maybe even before the events that took place 10,000 years prior. 
The name ""Tears"" reminds of the tears of light mechanics from previous games, especially Twilight's version where you're retrieving them to literally restore a region back to what it once was before the twilight took over. 
The symbolism of the Mastersword being broken and seemingly being 'restored' by some sort of green magic on the title screen. 
I think that is what the theme of this game is going to be. Where Breath of the Wild was about freedom, I think Tears of the Kingdom will be about restoring the kingdom to what it once was.","i'm getting huge ""restoration"" vibes from this game. 
the most notable being the ouroboros iconography, cycles beginning anew and going back to what once was. then there's the time shifting mechanics literally putting things back where they came from, restoring them to a previous state of being. the way they've shot it makes me feel like link is trying to restore things back to a time before the current hyrule, and maybe even before the events that took place 10,000 years prior. 
the name ""tears"" reminds of the tears of light mechanics from previous games, especially twilight's version where you're retrieving them to literally restore a region back to what it once was before the twilight took over. 
the symbolism of the mastersword being broken and seemingly being 'restored' by some sort of green magic on the title screen. 
i think that is what the theme of this game is going to be. where breath of the wild was about freedom, i think tears of the kingdom will be about restoring the kingdom to what it once was.",2022-09-13T22:48:03Z,"['getting', 'huge', 'restoration', 'vibes', 'game', 'notable', 'ouroboros', 'iconography', 'cycles', 'beginning', 'anew', 'going', 'back', 'time', 'shifting', 'mechanics', 'literally', 'putting', 'things', 'back', 'came', 'restoring', 'previous', 'state', 'way', 'shot', 'makes', 'feel', 'like', 'link', 'trying', 'restore', 'things', 'back', 'time', 'current', 'hyrule', 'maybe', 'even', 'events', 'took', 'place', '10', '000', 'years', 'prior', 'name', 'tears', 'reminds', 'tears', 'light', 'mechanics', 'previous', 'games', 'especially', 'twilight', 'version', 'retrieving', 'literally', 'restore', 'region', 'back', 'twilight', 'took', 'symbolism', 'mastersword', 'broken', 'seemingly', 'restored', 'sort', 'green', 'magic', 'title', 'screen', 'think', 'theme', 'game', 'going', 'breath', 'wild', 'freedom', 'think', 'tears', 'kingdom', 'restoring', 'kingdom']",getting huge restoration vibes game notable ouroboros iconography cycles beginning anew going back time shifting mechanics literally putting things back came restoring previous state way shot makes feel like link trying restore things back time current hyrule maybe even events took place 000 years prior name tears reminds tears light mechanics previous games especially twilight version retrieving literally restore region back twilight took symbolism mastersword broken seemingly restored sort green magic title screen think theme game going breath wild freedom think tears kingdom restoring kingdom
494,Lonkbonks,"This could definitely be a reach on my end but after watching this I definitely believe that the Zonai are descendants of the Twili. After all their heavily associated with green magic, they were gifted magic users, twilight princess even refers Zelda and midna as two sides of the same coin, and the tears are also reminiscent of twilight princess. I know there are already theories of them being connected but this kinda solidifies that idea for me. The idea of two sides of the same coin could explain the strange stone carving of Zelda and this mystery figure. As the saying implies that the twili can not exist without Hylians and vice versa. Not sure how to explain it all in detail but I feel like the parallels at this point with TP are pretty uncanny.
However it could possibly just be the Zonais adaptation of Hylia or maybe spirits.","this could definitely be a reach on my end but after watching this i definitely believe that the zonai are descendants of the twili. after all their heavily associated with green magic, they were gifted magic users, twilight princess even refers zelda and midna as two sides of the same coin, and the tears are also reminiscent of twilight princess. i know there are already theories of them being connected but this kinda solidifies that idea for me. the idea of two sides of the same coin could explain the strange stone carving of zelda and this mystery figure. as the saying implies that the twili can not exist without hylians and vice versa. not sure how to explain it all in detail but i feel like the parallels at this point with tp are pretty uncanny.
however it could possibly just be the zonais adaptation of hylia or maybe spirits.",2022-09-14T04:08:28Z,"['could', 'definitely', 'reach', 'end', 'watching', 'definitely', 'believe', 'zonai', 'descendants', 'twili', 'heavily', 'associated', 'green', 'magic', 'gifted', 'magic', 'users', 'twilight', 'princess', 'even', 'refers', 'zelda', 'midna', 'two', 'sides', 'coin', 'tears', 'also', 'reminiscent', 'twilight', 'princess', 'know', 'already', 'theories', 'connected', 'kinda', 'solidifies', 'idea', 'idea', 'two', 'sides', 'coin', 'could', 'explain', 'strange', 'stone', 'carving', 'zelda', 'mystery', 'figure', 'saying', 'implies', 'twili', 'exist', 'without', 'hylians', 'vice', 'versa', 'sure', 'explain', 'detail', 'feel', 'like', 'parallels', 'point', 'tp', 'pretty', 'uncanny', 'however', 'could', 'possibly', 'zonais', 'adaptation', 'hylia', 'maybe', 'spirits']",could definitely reach end watching definitely believe zonai descendants twili heavily associated green magic gifted magic users twilight princess even refers zelda midna two sides coin tears also reminiscent twilight princess know already theories connected kinda solidifies idea idea two sides coin could explain strange stone carving zelda mystery figure saying implies twili exist without hylians vice versa sure explain detail feel like parallels point pretty uncanny however could possibly zonais adaptation hylia maybe spirits
495,hip indeed,"From the moment this dropped I knew we'd get a deep dive and hype-strengthening video from you.  I'm only ashamed it took me a day to get around to watching it, but not only am I not disappointed, but am now reaching levels of excitement for this game thanks to you hitherto thought impossible.","from the moment this dropped i knew we'd get a deep dive and hype-strengthening video from you.  i'm only ashamed it took me a day to get around to watching it, but not only am i not disappointed, but am now reaching levels of excitement for this game thanks to you hitherto thought impossible.",2022-09-14T19:27:48Z,"['moment', 'dropped', 'knew', 'get', 'deep', 'dive', 'hype', 'strengthening', 'video', 'ashamed', 'took', 'day', 'get', 'around', 'watching', 'disappointed', 'reaching', 'levels', 'excitement', 'game', 'thanks', 'hitherto', 'thought', 'impossible']",moment dropped knew get deep dive hype strengthening video ashamed took day get around watching disappointed reaching levels excitement game thanks hitherto thought impossible
496,88tyler,"My god, you’re voice and speaking etiquette is second to none my friend.  

I wish you all the longevity and continued success in regards to your YouTube channel. 
Having said that, if that door closes 
(Either by choice or circumstance) 
I truly wish you peruse some form of broadcasting, voice acting, or documentary styled entertainment. 

Your videos are always extremely well written, spoken eloquently and the message(s) are delivered clear and enjoyable. 

Your fan, Ty
(From Vancouver British Columbia)","my god, you’re voice and speaking etiquette is second to none my friend.  

i wish you all the longevity and continued success in regards to your youtube channel. 
having said that, if that door closes 
(either by choice or circumstance) 
i truly wish you peruse some form of broadcasting, voice acting, or documentary styled entertainment. 

your videos are always extremely well written, spoken eloquently and the message(s) are delivered clear and enjoyable. 

your fan, ty
(from vancouver british columbia)",2022-09-15T00:37:21Z,"['god', 'voice', 'speaking', 'etiquette', 'second', 'none', 'friend', 'wish', 'longevity', 'continued', 'success', 'regards', 'youtube', 'channel', 'said', 'door', 'closes', 'either', 'choice', 'circumstance', 'truly', 'wish', 'peruse', 'form', 'broadcasting', 'voice', 'acting', 'documentary', 'styled', 'entertainment', 'videos', 'always', 'extremely', 'well', 'written', 'spoken', 'eloquently', 'message', 'delivered', 'clear', 'enjoyable', 'fan', 'ty', 'vancouver', 'british', 'columbia']",god voice speaking etiquette second none friend wish longevity continued success regards youtube channel said door closes either choice circumstance truly wish peruse form broadcasting voice acting documentary styled entertainment videos always extremely well written spoken eloquently message delivered clear enjoyable fan vancouver british columbia
497,Jahmes_,"I think the title also plays into the double entendre of “tiers” of the kingdom. Alluding to the underground and sky tiers, the Japanese name of the game is also a transliteration of tears of the kingdom so it’s name doesn’t rebuke this idea.","i think the title also plays into the double entendre of “tiers” of the kingdom. alluding to the underground and sky tiers, the japanese name of the game is also a transliteration of tears of the kingdom so it’s name doesn’t rebuke this idea.",2022-09-14T01:48:26Z,"['think', 'title', 'also', 'plays', 'double', 'entendre', 'tiers', 'kingdom', 'alluding', 'underground', 'sky', 'tiers', 'japanese', 'name', 'game', 'also', 'transliteration', 'tears', 'kingdom', 'name', 'rebuke', 'idea']",think title also plays double entendre tiers kingdom alluding underground sky tiers japanese name game also transliteration tears kingdom name rebuke idea
498,Logan's Hot Rod & 4X4,"Imagine overcoming a youth filled with trauma & hardship, just to have it all come to an end like this.  He leaves behind 2 young children, this is every fathers worst nightmare.","imagine overcoming a youth filled with trauma & hardship, just to have it all come to an end like this.  he leaves behind 2 young children, this is every fathers worst nightmare.",2022-09-13T03:09:58Z,"['imagine', 'overcoming', 'youth', 'filled', 'trauma', 'hardship', 'come', 'end', 'like', 'leaves', 'behind', '2', 'young', 'children', 'every', 'fathers', 'worst', 'nightmare']",imagine overcoming youth filled trauma hardship come end like leaves behind young children every fathers worst nightmare
499,K3VIIINSIIITOO 420,I don’t know the Rapper but man this is sad. LOS ANGELES WHERE THE TEARS NEVER END AND THE PAIN NEVER STOPS,i don’t know the rapper but man this is sad. los angeles where the tears never end and the pain never stops,2022-09-13T03:27:46Z,"['know', 'rapper', 'man', 'sad', 'los', 'angeles', 'tears', 'never', 'end', 'pain', 'never', 'stops']",know rapper man sad los angeles tears never end pain never stops
500,Steven Baer,My family members and I used to live in Los Angeles CA area but yet we had to move away from the unspeakable horrors of Los Angeles CA area. Move to another state of Nevada which is actually almost paradise. Well anyway my condolences and prayers for the people who were actually passed on.,my family members and i used to live in los angeles ca area but yet we had to move away from the unspeakable horrors of los angeles ca area. move to another state of nevada which is actually almost paradise. well anyway my condolences and prayers for the people who were actually passed on.,2022-09-15T01:03:25Z,"['family', 'members', 'used', 'live', 'los', 'angeles', 'ca', 'area', 'yet', 'move', 'away', 'unspeakable', 'horrors', 'los', 'angeles', 'ca', 'area', 'move', 'another', 'state', 'nevada', 'actually', 'almost', 'paradise', 'well', 'anyway', 'condolences', 'prayers', 'people', 'actually', 'passed']",family members used live los angeles area yet move away unspeakable horrors los angeles area move another state nevada actually almost paradise well anyway condolences prayers people actually passed
501,Anonymous,"Why are you all hurt?
You're all the same people who preach ""don't snitch"" right?
Someone knows who that gunman is.  That someone won't come forth because of what you all preach.","why are you all hurt?
you're all the same people who preach ""don't snitch"" right?
someone knows who that gunman is.  that someone won't come forth because of what you all preach.",2022-09-14T06:26:53Z,"['hurt', 'people', 'preach', 'snitch', 'right', 'someone', 'knows', 'gunman', 'someone', 'come', 'forth', 'preach']",hurt people preach snitch right someone knows gunman someone come forth preach
502,Silent Night,It's the last thing one expects when going for a bite to eat. Truly shocking. Condolences from across the pond. 🥀.,it's the last thing one expects when going for a bite to eat. truly shocking. condolences from across the pond. 🥀.,2022-09-13T01:38:08Z,"['last', 'thing', 'one', 'expects', 'going', 'bite', 'eat', 'truly', 'shocking', 'condolences', 'across', 'pond']",last thing one expects going bite eat truly shocking condolences across pond
503,Don't read profile photo,"Imagine overcoming a youth filled with trauma & hardship, just to have it all come to an end like this.  He leaves behind 2 young children, this is every fathers worst nightmare.","imagine overcoming a youth filled with trauma & hardship, just to have it all come to an end like this.  he leaves behind 2 young children, this is every fathers worst nightmare.",2022-09-15T20:58:19Z,"['imagine', 'overcoming', 'youth', 'filled', 'trauma', 'hardship', 'come', 'end', 'like', 'leaves', 'behind', '2', 'young', 'children', 'every', 'fathers', 'worst', 'nightmare']",imagine overcoming youth filled trauma hardship come end like leaves behind young children every fathers worst nightmare
504,Nag'e Armani,It’s insane that people would rather kill someone then get a JOB. RIP to this victim,it’s insane that people would rather kill someone then get a job. rip to this victim,2022-09-13T03:03:05Z,"['insane', 'people', 'would', 'rather', 'kill', 'someone', 'get', 'job', 'rip', 'victim']",insane people would rather kill someone get job rip victim
505,HAIRLINE1000,"RIP PNB no one deserves to go that way, may GOD be with your family and you find your way to paradise and always keep you and your in his glory. 🙏🏽🌹💐","rip pnb no one deserves to go that way, may god be with your family and you find your way to paradise and always keep you and your in his glory. 🙏🏽🌹💐",2022-09-13T03:55:46Z,"['rip', 'pnb', 'one', 'deserves', 'go', 'way', 'may', 'god', 'family', 'find', 'way', 'paradise', 'always', 'keep', 'glory']",rip pnb one deserves way may god family find way paradise always keep glory
506,Reese,It's the last thing one expects when going for a bite to eat. Truly shocking. Condolences from across the pond. 🥀.,it's the last thing one expects when going for a bite to eat. truly shocking. condolences from across the pond. 🥀.,2022-09-14T16:48:03Z,"['last', 'thing', 'one', 'expects', 'going', 'bite', 'eat', 'truly', 'shocking', 'condolences', 'across', 'pond']",last thing one expects going bite eat truly shocking condolences across pond
507,Nyc,I’m in shock literally can’t believe he’s gone Rip PnB Rock 🤍,i’m in shock literally can’t believe he’s gone rip pnb rock 🤍,2022-09-13T01:30:06Z,"['shock', 'literally', 'believe', 'gone', 'rip', 'pnb', 'rock']",shock literally believe gone rip pnb rock
508,Karsyn Eat my Mangos💦,It's the last thing one expects when going for a bite to eat. Truly shocking. Condolences from across the pond. 🥀.,it's the last thing one expects when going for a bite to eat. truly shocking. condolences from across the pond. 🥀.,2022-09-14T13:37:42Z,"['last', 'thing', 'one', 'expects', 'going', 'bite', 'eat', 'truly', 'shocking', 'condolences', 'across', 'pond']",last thing one expects going bite eat truly shocking condolences across pond
509,Elora **hot vlog,It's the last thing one expects when going for a bite to eat. Truly shocking. Condolences from across the pond. 🥀.,it's the last thing one expects when going for a bite to eat. truly shocking. condolences from across the pond. 🥀.,2022-09-15T23:56:21Z,"['last', 'thing', 'one', 'expects', 'going', 'bite', 'eat', 'truly', 'shocking', 'condolences', 'across', 'pond']",last thing one expects going bite eat truly shocking condolences across pond
510,Katt Clavon,"Sending Prayers & Sympathy to his Family and Fans. I didn't know him and this should have never happened. Why did he not have a Security Detail with him. Why his record label or whoever provide him with protection. We have lost too many people in the Music Industry who was not assigned Security to protect them and their family from any confrontation, robbery and death. This is one of our many black men who was taking care of his family and in his children lives. Now because of someone's immaturity and blatant disrespect for humanity, his children no longer have a Father. I am so glad that this monster didn't hurt anyone else. I hope that a positive male figure within his family will assist in helping the victim's raise his children right. This is so so sad. May God give the family peace and strength to get through this. God Bless","sending prayers & sympathy to his family and fans. i didn't know him and this should have never happened. why did he not have a security detail with him. why his record label or whoever provide him with protection. we have lost too many people in the music industry who was not assigned security to protect them and their family from any confrontation, robbery and death. this is one of our many black men who was taking care of his family and in his children lives. now because of someone's immaturity and blatant disrespect for humanity, his children no longer have a father. i am so glad that this monster didn't hurt anyone else. i hope that a positive male figure within his family will assist in helping the victim's raise his children right. this is so so sad. may god give the family peace and strength to get through this. god bless",2022-09-13T21:28:57Z,"['sending', 'prayers', 'sympathy', 'family', 'fans', 'know', 'never', 'happened', 'security', 'detail', 'record', 'label', 'whoever', 'provide', 'protection', 'lost', 'many', 'people', 'music', 'industry', 'assigned', 'security', 'protect', 'family', 'confrontation', 'robbery', 'death', 'one', 'many', 'black', 'men', 'taking', 'care', 'family', 'children', 'lives', 'someone', 'immaturity', 'blatant', 'disrespect', 'humanity', 'children', 'longer', 'father', 'glad', 'monster', 'hurt', 'anyone', 'else', 'hope', 'positive', 'male', 'figure', 'within', 'family', 'assist', 'helping', 'victim', 'raise', 'children', 'right', 'sad', 'may', 'god', 'give', 'family', 'peace', 'strength', 'get', 'god', 'bless']",sending prayers sympathy family fans know never happened security detail record label whoever provide protection lost many people music industry assigned security protect family confrontation robbery death one many black men taking care family children lives someone immaturity blatant disrespect humanity children longer father glad monster hurt anyone else hope positive male figure within family assist helping victim raise children right sad may god give family peace strength get god bless
511,Josepho64,Hope his family and close friends doing well. RIP PnB Rock.,hope his family and close friends doing well. rip pnb rock.,2022-09-13T16:39:18Z,"['hope', 'family', 'close', 'friends', 'well', 'rip', 'pnb', 'rock']",hope family close friends well rip pnb rock
512,Betty Josh,My Goddddd this family has been through so much 💔 Rest In Peace. Condolences to his family and Friends my God this year couldn’t get any worse like life is so crazy. His kids 💔 He was a great father 💔,my goddddd this family has been through so much 💔 rest in peace. condolences to his family and friends my god this year couldn’t get any worse like life is so crazy. his kids 💔 he was a great father 💔,2022-09-13T02:47:27Z,"['goddddd', 'family', 'much', 'rest', 'peace', 'condolences', 'family', 'friends', 'god', 'year', 'get', 'worse', 'like', 'life', 'crazy', 'kids', 'great', 'father']",goddddd family much rest peace condolences family friends god year get worse like life crazy kids great father
513,Tinkle Me 4 [S]E.X,I don’t know the Rapper but man this is sad. LOS ANGELES WHERE THE TEARS NEVER END AND THE PAIN NEVER STOPS,i don’t know the rapper but man this is sad. los angeles where the tears never end and the pain never stops,2022-09-16T06:43:42Z,"['know', 'rapper', 'man', 'sad', 'los', 'angeles', 'tears', 'never', 'end', 'pain', 'never', 'stops']",know rapper man sad los angeles tears never end pain never stops
514,Maria de-flower me now,I don’t know the Rapper but man this is sad. LOS ANGELES WHERE THE TEARS NEVER END AND THE PAIN NEVER STOPS,i don’t know the rapper but man this is sad. los angeles where the tears never end and the pain never stops,2022-09-15T03:17:25Z,"['know', 'rapper', 'man', 'sad', 'los', 'angeles', 'tears', 'never', 'end', 'pain', 'never', 'stops']",know rapper man sad los angeles tears never end pain never stops
515,Victoria Nicole Hughes,"May God give his family and friends strength, comfort, and peace. This is so sad.","may god give his family and friends strength, comfort, and peace. this is so sad.",2022-09-13T06:39:25Z,"['may', 'god', 'give', 'family', 'friends', 'strength', 'comfort', 'peace', 'sad']",may god give family friends strength comfort peace sad
516,Maria de-flower me now,Hope his family and close friends doing well. RIP PnB Rock.,hope his family and close friends doing well. rip pnb rock.,2022-09-15T06:20:38Z,"['hope', 'family', 'close', 'friends', 'well', 'rip', 'pnb', 'rock']",hope family close friends well rip pnb rock
517,Christel Armstrong,"Speechless 🙏🏾🙏🏾🙏🏾for peace for his love ones,another talented  brother gone to soon ..","speechless 🙏🏾🙏🏾🙏🏾for peace for his love ones,another talented  brother gone to soon ..",2022-09-13T11:51:28Z,"['speechless', 'peace', 'love', 'ones', 'another', 'talented', 'brother', 'gone', 'soon']",speechless peace love ones another talented brother gone soon
518,General Carterius,The original Pinnochio is terrifying on it’s own. The wood that made Pinocchio was literally screaming in agony while Gepetto was carving it.,the original pinnochio is terrifying on it’s own. the wood that made pinocchio was literally screaming in agony while gepetto was carving it.,2022-09-13T18:05:57Z,"['original', 'pinnochio', 'terrifying', 'wood', 'made', 'pinocchio', 'literally', 'screaming', 'agony', 'gepetto', 'carving']",original pinnochio terrifying wood made pinocchio literally screaming agony gepetto carving
519,Cuppie Cupsters,"The whole “Let’s turn children into donkeys and then use them for work,” always seemed extremely terrifying to me.","the whole “let’s turn children into donkeys and then use them for work,” always seemed extremely terrifying to me.",2022-09-14T01:19:40Z,"['whole', 'let', 'turn', 'children', 'donkeys', 'use', 'work', 'always', 'seemed', 'extremely', 'terrifying']",whole let turn children donkeys use work always seemed extremely terrifying
520,Ribotto Studios,"The main problem with all these remakes is this: the beats are all there, but the rhythm is all off. 
When you compare scenes like Nala reuniting with Simba, the Donkey scene, Mulan's Decision, Belle in the West Wing, or even the Curse from Sleeping Beauty, you can tell the writers are TRYING to get that same UMPH but because the pacing is all off it just comes off as rushed and poorly executed. Pacing is everything in a film. The reason why the donkey scene and stampede are 10x better in the originals, is because of the buildup to the payoff. But the remakes just kind of fast forward to the payoff and thus the emotions are not there because they expect us to have already seen the original.","the main problem with all these remakes is this: the beats are all there, but the rhythm is all off. 
when you compare scenes like nala reuniting with simba, the donkey scene, mulan's decision, belle in the west wing, or even the curse from sleeping beauty, you can tell the writers are trying to get that same umph but because the pacing is all off it just comes off as rushed and poorly executed. pacing is everything in a film. the reason why the donkey scene and stampede are 10x better in the originals, is because of the buildup to the payoff. but the remakes just kind of fast forward to the payoff and thus the emotions are not there because they expect us to have already seen the original.",2022-09-14T02:41:53Z,"['main', 'problem', 'remakes', 'beats', 'rhythm', 'compare', 'scenes', 'like', 'nala', 'reuniting', 'simba', 'donkey', 'scene', 'mulan', 'decision', 'belle', 'west', 'wing', 'even', 'curse', 'sleeping', 'beauty', 'tell', 'writers', 'trying', 'get', 'umph', 'pacing', 'comes', 'rushed', 'poorly', 'executed', 'pacing', 'everything', 'film', 'reason', 'donkey', 'scene', 'stampede', '10x', 'better', 'originals', 'buildup', 'payoff', 'remakes', 'kind', 'fast', 'forward', 'payoff', 'thus', 'emotions', 'expect', 'us', 'already', 'seen', 'original']",main problem remakes beats rhythm compare scenes like nala reuniting simba donkey scene mulan decision belle west wing even curse sleeping beauty tell writers trying get umph pacing comes rushed poorly executed pacing everything film reason donkey scene stampede 10x better originals buildup payoff remakes kind fast forward payoff thus emotions expect already seen original
521,I'm So Tired,Gepetto letting Pinocchio go to school by himself shows both how the original kid died and that Gepetto has learned absolutely nothing.,gepetto letting pinocchio go to school by himself shows both how the original kid died and that gepetto has learned absolutely nothing.,2022-09-13T23:47:16Z,"['gepetto', 'letting', 'pinocchio', 'go', 'school', 'shows', 'original', 'kid', 'died', 'gepetto', 'learned', 'absolutely', 'nothing']",gepetto letting pinocchio school shows original kid died gepetto learned absolutely nothing
522,Paige Arnold,"""It's 1940s Disney, so I'm gonna assume the worst."" 

I couldn't stop laughing at that line. I almost choked on my water. 🤣","""it's 1940s disney, so i'm gonna assume the worst."" 

i couldn't stop laughing at that line. i almost choked on my water. 🤣",2022-09-14T01:21:23Z,"['1940s', 'disney', 'gonna', 'assume', 'worst', 'stop', 'laughing', 'line', 'almost', 'choked', 'water']",1940s disney gonna assume worst stop laughing line almost choked water
523,Mauve,I mean I found the original Pinocchio pretty terrifying,i mean i found the original pinocchio pretty terrifying,2022-09-13T18:01:50Z,"['mean', 'found', 'original', 'pinocchio', 'pretty', 'terrifying']",mean found original pinocchio pretty terrifying
